Order Date,Region,Product Category,Sales,Profit,Month,Year
2012-10-02,West,Office Supplies,274.38,-94.82,Oct,2012
2012-08-14,West,Furniture,17.72,-15.34,Aug,2012
2011-02-26,West,Technology,65.61,-39.74,Feb,2011
2011-02-26,West,Office Supplies,309.62,-80.2,Feb,2011
2012-11-10,West,Office Supplies,4901.99,1724.68,Nov,2012
2012-09-13,West,Office Supplies,4305.79,1020.32,Sep,2012
2012-05-10,West,Technology,1991.703,559.11,May,2012
2010-12-25,West,Furniture,2932.99,-1448.83,Dec,2010
2010-12-25,West,Furniture,9194.8,-1760.57,Dec,2010
2010-12-25,West,Furniture,2285.12,-455.8,Dec,2010
2012-03-24,West,Office Supplies,355.69,-149.46,Mar,2012
2009-05-20,West,Office Supplies,297.05,-16.89,May,2009
2009-05-20,West,Office Supplies,108.26,25.51,May,2009
2009-06-21,West,Office Supplies,67.35,22.63,Jun,2009
2009-06-21,West,Furniture,1472.31,-223.59,Jun,2009
2011-08-07,West,Technology,857.42,51.18,Aug,2011
2011-08-07,West,Office Supplies,2.24,-1.97,Aug,2011
2010-03-26,West,Furniture,446.72,-39.0,Mar,2010
2010-03-26,West,Technology,1580.6005,303.53,Mar,2010
2012-12-15,West,Office Supplies,16002.29,4604.79,Dec,2012
2012-12-15,West,Office Supplies,182.26,60.61,Dec,2012
2009-12-07,West,Technology,3565.27,-502.81,Dec,2009
2009-12-07,West,Office Supplies,241.01,-4.69,Dec,2009
2009-12-09,West,Office Supplies,209.02,101.8,Dec,2009
2010-12-21,West,Technology,729.92,99.31,Dec,2010
2012-08-10,West,Furniture,2593.08,-673.31,Aug,2012
2012-08-10,West,Technology,2529.396,371.21,Aug,2012
2010-11-12,West,Furniture,441.43,-154.45,Nov,2010
2010-11-12,West,Technology,2145.6975,-176.79,Nov,2010
2010-11-12,West,Technology,1341.963,180.78,Nov,2010
2012-05-05,West,Technology,1712.66,-390.77,May,2012
2010-07-21,West,Furniture,310.31,51.5,Jul,2010
2012-05-04,West,Furniture,246.98,-94.78,May,2012
2010-08-24,West,Office Supplies,233.39,-197.39,Aug,2010
2011-03-10,West,Office Supplies,135.31,-49.32,Mar,2011
2011-11-12,West,Technology,181.66,-27.47,Nov,2011
2012-03-22,West,Technology,1194.96,107.45,Mar,2012
2009-11-16,West,Technology,184.331,-89.2,Nov,2009
2009-11-16,West,Technology,1223.3795,83.57,Nov,2009
2009-09-05,West,Office Supplies,128.69,28.29,Sep,2009
2012-07-19,West,Technology,686.27,-345.36,Jul,2012
2012-08-20,West,Office Supplies,242.63,-36.11,Aug,2012
2010-08-23,West,Technology,4729.85,2014.82,Aug,2010
2012-12-25,West,Furniture,4852.05,-1197.58,Dec,2012
2011-06-16,West,Office Supplies,70.33,1.07,Jun,2011
2010-06-23,West,Technology,677.518,168.22,Jun,2010
2010-10-29,West,Technology,302.05,-58.81,Oct,2010
2009-07-15,West,Office Supplies,66.12,4.85,Jul,2009
2009-04-26,West,Office Supplies,109.86,19.04,Apr,2009
2011-09-04,West,Furniture,12979.1,2820.44,Sep,2011
2012-09-24,West,Furniture,2052.82,-870.61,Sep,2012
2011-10-11,West,Technology,1905.79,675.65,Oct,2011
2012-02-17,West,Office Supplies,68.88,1.31,Feb,2012
2009-06-18,West,Office Supplies,110.79,-11.13,Jun,2009
2011-05-26,West,Furniture,823.63,375.02,May,2011
2011-05-26,West,Office Supplies,286.73,-141.51,May,2011
2010-09-20,West,Furniture,3819.42,-821.87,Sep,2010
2010-09-20,West,Furniture,208.78,24.87,Sep,2010
2011-05-28,West,Furniture,647.78,-144.87,May,2011
2012-07-28,West,Technology,2692.6895,768.32,Jul,2012
2012-07-28,West,Office Supplies,151.19,60.63,Jul,2012
2012-05-05,West,Office Supplies,102.73,16.33,May,2012
2010-06-17,West,Technology,167.37,-132.15,Jun,2010
2010-06-17,West,Technology,1026.6385,-201.05,Jun,2010
2010-07-19,West,Technology,2405.4575,571.54,Jul,2010
2011-07-04,West,Technology,2162.8165,223.25,Jul,2011
2012-06-12,West,Office Supplies,399.76,48.13,Jun,2012
2012-06-12,West,Technology,5393.27,353.72,Jun,2012
2012-04-13,West,Technology,264.63,-66.78,Apr,2012
2012-10-25,West,Furniture,239.3,41.31,Oct,2012
2012-10-25,West,Office Supplies,260.41,-45.75,Oct,2012
2009-08-01,West,Technology,3075.83,1207.91,Aug,2009
2009-08-01,West,Office Supplies,73.37,16.1,Aug,2009
2009-08-01,West,Office Supplies,527.6,221.59,Aug,2009
2012-04-11,West,Technology,4800.44,1912.92,Apr,2012
2012-04-11,West,Office Supplies,271.33,-191.09,Apr,2012
2011-09-20,West,Office Supplies,206.68,-156.47,Sep,2011
2012-11-13,West,Office Supplies,36.75,-9.82,Nov,2012
2012-11-13,West,Technology,1115.2,301.31,Nov,2012
2012-06-16,West,Furniture,97.86,-21.09,Jun,2012
2010-02-26,West,Furniture,173.44,-172.4,Feb,2010
2009-08-11,West,Furniture,7477.78,883.29,Aug,2009
2009-08-11,West,Furniture,270.39,-30.42,Aug,2009
2009-08-11,West,Office Supplies,201.35,-107.37,Aug,2009
2009-01-26,West,Office Supplies,15.38,1.61,Jan,2009
2012-11-22,West,Office Supplies,43.97,-9.05,Nov,2012
2012-07-21,West,Furniture,6152.52,768.06,Jul,2012
2009-04-10,West,Office Supplies,20.17,-15.42,Apr,2009
2009-04-10,West,Office Supplies,235.98,11.82,Apr,2009
2011-11-18,West,Technology,195.96,-104.82,Nov,2011
2010-01-14,West,Technology,6607.92,1462.72,Jan,2010
2011-02-24,West,Office Supplies,278.94,-143.7,Feb,2011
2009-02-13,West,Furniture,8549.04,2861.01,Feb,2009
2010-06-15,West,Technology,670.94,87.51,Jun,2010
2011-10-29,West,Technology,9544.18,3392.88,Oct,2011
2011-10-29,West,Office Supplies,32.92,-7.73,Oct,2011
2010-10-22,West,Office Supplies,336.91,42.5,Oct,2010
2011-04-08,West,Office Supplies,138.52,-895.24,Apr,2011
2011-04-08,West,Furniture,1735.59,-506.43,Apr,2011
2012-07-09,West,Office Supplies,443.35,-21.73,Jul,2012
2012-07-09,West,Furniture,392.61,-100.15,Jul,2012
2012-07-09,West,Office Supplies,30.85,-12.88,Jul,2012
2012-06-23,West,Office Supplies,1081.22,130.8,Jun,2012
2012-06-23,West,Furniture,36.41,-31.45,Jun,2012
2010-07-16,West,Furniture,5205.83,-818.77,Jul,2010
2009-07-26,West,Furniture,3416.38,-1142.2,Jul,2009
2009-07-26,West,Office Supplies,142.81,39.64,Jul,2009
2009-08-23,West,Furniture,4636.62,-318.45,Aug,2009
2009-08-23,West,Office Supplies,100.11,-41.7,Aug,2009
2011-08-01,West,Furniture,5140.08,-582.43,Aug,2011
2012-05-29,West,Office Supplies,633.08,145.48,May,2012
2012-05-29,West,Furniture,110.42,-36.6,May,2012
2010-05-06,West,Office Supplies,25.34,-21.29,May,2010
2010-05-06,West,Office Supplies,178.57,-37.39,May,2010
2009-10-18,West,Office Supplies,265.35,-128.69,Oct,2009
2009-10-18,West,Office Supplies,1993.94,931.7,Oct,2009
2009-10-18,West,Office Supplies,24.73,-10.77,Oct,2009
2010-07-15,West,Technology,1809.0125,795.05,Jul,2010
2009-07-12,West,Technology,31.96,-74.64,Jul,2009
2012-05-10,West,Technology,767.26,-29.56,May,2012
2012-05-10,West,Office Supplies,253.89,-103.77,May,2012
2012-05-10,West,Office Supplies,127.9,-80.41,May,2012
2011-07-24,West,Technology,73.64,-58.87,Jul,2011
2012-08-30,West,Technology,603.347,142.98,Aug,2012
2012-08-30,West,Office Supplies,770.53,30.17,Aug,2012
2011-11-19,West,Technology,7813.7,2154.33,Nov,2011
2011-11-19,West,Office Supplies,164.92,-54.36,Nov,2011
2009-09-16,West,Furniture,507.74,-118.54,Sep,2009
2009-09-16,West,Technology,12600.99,2963.48,Sep,2009
2011-09-15,West,Office Supplies,181.13,-11.39,Sep,2011
2009-01-22,West,Furniture,206.04,-49.81,Jan,2009
2009-11-03,West,Furniture,668.39,344.61,Nov,2009
2009-11-03,West,Technology,4657.35,322.66,Nov,2009
2009-11-03,West,Furniture,2097.94,-404.05,Nov,2009
2011-05-28,West,Office Supplies,246.0,-207.36,May,2011
2012-06-11,West,Office Supplies,871.32,315.16,Jun,2012
2010-01-20,West,Office Supplies,468.49,-6.37,Jan,2010
2010-01-20,West,Furniture,446.53,-261.45,Jan,2010
2010-01-20,West,Office Supplies,217.85,-25.31,Jan,2010
2010-05-02,West,Technology,4260.73,251.58,May,2010
2012-07-11,West,Furniture,196.75,0.13,Jul,2012
2011-07-03,West,Office Supplies,1477.39,641.4,Jul,2011
2012-06-17,West,Furniture,740.14,29.73,Jun,2012
2010-12-12,West,Office Supplies,16.47,-6.82,Dec,2010
2010-12-12,West,Furniture,173.62,-88.64,Dec,2010
2010-12-12,West,Furniture,690.97,-16.94,Dec,2010
2012-04-26,West,Technology,2024.0285,4.9,Apr,2012
2009-08-05,West,Technology,4054.058,914.19,Aug,2009
2010-09-06,West,Office Supplies,2833.19,1409.87,Sep,2010
2010-09-06,West,Furniture,4452.65,-265.12,Sep,2010
2012-09-15,West,Office Supplies,321.95,20.76,Sep,2012
2012-09-15,West,Furniture,13244.04,275.93,Sep,2012
2011-07-27,West,Furniture,1193.62,-304.47,Jul,2011
2011-07-27,West,Furniture,363.23,40.58,Jul,2011
2009-06-25,West,Furniture,2780.88,595.38,Jun,2009
2009-08-27,West,Office Supplies,33.76,-7.15,Aug,2009
2009-08-27,West,Furniture,3537.39,232.78,Aug,2009
2009-08-27,West,Technology,986.24,68.9,Aug,2009
2009-08-27,West,Office Supplies,81.66,-31.99,Aug,2009
2011-01-10,West,Office Supplies,49.74,17.7,Jan,2011
2012-03-31,West,Furniture,480.39,144.66,Mar,2012
2011-04-22,West,Technology,11904.55,3909.33,Apr,2011
2009-08-28,West,Furniture,332.95,-28.16,Aug,2009
2009-08-05,West,Office Supplies,447.36,40.92,Aug,2009
2012-09-05,West,Office Supplies,53.93,-10.95,Sep,2012
2011-10-09,West,Office Supplies,43.26,3.9,Oct,2011
2011-10-09,West,Office Supplies,174.03,-42.37,Oct,2011
2010-08-22,West,Office Supplies,1190.8,502.49,Aug,2010
2012-08-04,West,Office Supplies,121.65,30.76,Aug,2012
2012-08-04,West,Furniture,19.02,10.73,Aug,2012
2012-08-04,West,Technology,103.105,-316.32,Aug,2012
2010-12-14,West,Furniture,263.8,165.33,Dec,2010
2010-12-14,West,Technology,1546.3965,226.72,Dec,2010
2009-12-24,West,Furniture,1935.1,-42.96,Dec,2009
2010-10-12,West,Technology,18775.76,8504.47,Oct,2010
2009-01-15,West,Office Supplies,447.89,-26.78,Jan,2009
2011-04-05,West,Office Supplies,189.19,-56.71,Apr,2011
2012-01-20,West,Technology,697.5,169.89,Jan,2012
2011-09-24,West,Office Supplies,497.2,-219.61,Sep,2011
2011-10-09,West,Furniture,198.72,-34.43,Oct,2011
2011-05-04,West,Technology,955.29,-286.2,May,2011
2011-10-09,West,Office Supplies,109.37,-21.66,Oct,2011
2011-10-09,West,Technology,1461.1,674.46,Oct,2011
2011-10-09,West,Office Supplies,9.75,-6.72,Oct,2011
2010-04-10,West,Furniture,184.07,75.63,Apr,2010
2012-08-19,West,Office Supplies,573.97,55.82,Aug,2012
2012-08-19,West,Office Supplies,223.79,-89.88,Aug,2012
2012-07-01,West,Office Supplies,129.16,-56.15,Jul,2012
2009-11-20,West,Office Supplies,843.55,168.76,Nov,2009
2012-09-16,West,Office Supplies,260.96,-96.7,Sep,2012
2009-09-17,West,Office Supplies,263.81,-237.54,Sep,2009
2010-07-21,West,Furniture,60.76,5.25,Jul,2010
2010-11-09,West,Furniture,3636.91,-1284.24,Nov,2010
2011-01-10,West,Technology,27663.92,-391.92,Jan,2011
2010-12-24,West,Technology,2744.361,201.03,Dec,2010
2012-05-30,West,Technology,1201.934,47.42,May,2012
2012-05-30,West,Furniture,395.84,8.42,May,2012
2009-02-12,West,Office Supplies,206.54,-178.82,Feb,2009
2009-09-04,West,Office Supplies,318.14,49.67,Sep,2009
2010-08-26,West,Technology,177.05,-50.67,Aug,2010
2009-07-21,West,Technology,1184.03,-20.79,Jul,2009
2011-09-12,West,Office Supplies,4722.83,1749.78,Sep,2011
2009-03-18,West,Office Supplies,130.16,-49.53,Mar,2009
2010-01-27,West,Office Supplies,5.06,-2.64,Jan,2010
2011-09-11,Atlantic,Furniture,103.9,-19.26,Sep,2011
2011-02-03,Atlantic,Office Supplies,1327.59,371.28,Feb,2011
2011-02-03,Atlantic,Office Supplies,3401.8,-508.87,Feb,2011
2011-02-15,Atlantic,Office Supplies,181.61,-150.26,Feb,2011
2011-02-15,Atlantic,Office Supplies,111.55,-54.25,Feb,2011
2012-03-01,Atlantic,Technology,1435.95,486.9,Mar,2012
2012-03-01,Atlantic,Furniture,961.06,361.82,Mar,2012
2009-08-10,Atlantic,Office Supplies,146.63,-30.06,Aug,2009
2009-08-10,Atlantic,Technology,2506.2675,1160.58,Aug,2009
2010-12-13,Atlantic,Technology,188.54,9.82,Dec,2010
2009-10-15,Atlantic,Furniture,359.68,187.15,Oct,2009
2009-10-15,Atlantic,Technology,131.55,-43.74,Oct,2009
2009-10-15,Atlantic,Office Supplies,258.11,9.95,Oct,2009
2009-10-15,Atlantic,Technology,1288.515,-382.57,Oct,2009
2009-10-07,Atlantic,Office Supplies,277.88,-64.41,Oct,2009
2009-10-07,Atlantic,Furniture,3939.89,598.24,Oct,2009
2009-10-07,Atlantic,Office Supplies,925.3,257.31,Oct,2009
2010-09-17,Atlantic,Furniture,12072.9,3064.51,Sep,2010
2009-07-03,Atlantic,Technology,3419.1505,858.58,Jul,2009
2010-06-15,Atlantic,Office Supplies,195.04,-149.41,Jun,2010
2010-10-09,Atlantic,Furniture,1859.01,-588.9,Oct,2010
2010-10-09,Atlantic,Technology,1781.11,51.44,Oct,2010
2010-10-09,Atlantic,Furniture,185.32,-192.56,Oct,2010
2010-10-09,Atlantic,Office Supplies,73.41,-44.79,Oct,2010
2010-10-09,Atlantic,Office Supplies,43.66,5.77,Oct,2010
2009-09-23,Atlantic,Technology,130.11,-47.69,Sep,2009
2009-09-23,Atlantic,Office Supplies,4012.58,-425.14,Sep,2009
2009-09-23,Atlantic,Office Supplies,1295.54,214.23,Sep,2009
2011-10-02,Atlantic,Office Supplies,238.25,-83.55,Oct,2011
2012-03-23,Atlantic,Office Supplies,403.73,-44.13,Mar,2012
2012-03-23,Atlantic,Technology,86.85,-67.22,Mar,2012
2011-01-19,Atlantic,Furniture,1795.49,-626.04,Jan,2011
2011-01-19,Atlantic,Furniture,926.58,-226.51,Jan,2011
2011-01-22,Atlantic,Office Supplies,38.76,-12.13,Jan,2011
2009-03-23,Atlantic,Technology,551.44,28.7,Mar,2009
2011-01-07,Atlantic,Technology,834.0625,192.29,Jan,2011
2011-06-22,Atlantic,Office Supplies,417.88,-13.95,Jun,2011
2011-08-03,Atlantic,Technology,493.56,12.73,Aug,2011
2011-11-07,Atlantic,Technology,360.24,-36.24,Nov,2011
2011-11-07,Atlantic,Office Supplies,1463.27,104.22,Nov,2011
2010-08-26,Atlantic,Office Supplies,210.46,50.04,Aug,2010
2010-03-17,Atlantic,Office Supplies,195.57,-132.93,Mar,2010
2009-07-07,Atlantic,Furniture,691.52,107.02,Jul,2009
2009-07-07,Atlantic,Furniture,2756.17,-1561.72,Jul,2009
2009-07-07,Atlantic,Technology,5159.3725,1252.48,Jul,2009
2009-03-27,Atlantic,Office Supplies,307.65,91.73,Mar,2009
2010-02-17,Atlantic,Office Supplies,558.62,118.32,Feb,2010
2011-02-01,Atlantic,Furniture,556.45,-124.42,Feb,2011
2012-03-17,Atlantic,Technology,61.46,-47.83,Mar,2012
2009-01-10,Atlantic,Furniture,2137.1,-686.01,Jan,2009
2009-01-10,Atlantic,Office Supplies,571.17,129.87,Jan,2009
2010-04-16,Atlantic,Office Supplies,135.88,-75.39,Apr,2010
2010-03-07,Atlantic,Technology,857.95,51.85,Mar,2010
2012-10-16,Atlantic,Furniture,662.21,256.57,Oct,2012
2009-09-11,Atlantic,Office Supplies,100.68,-45.21,Sep,2009
2010-10-12,Atlantic,Office Supplies,846.35,341.53,Oct,2010
2010-10-12,Atlantic,Technology,1976.3945,473.36,Oct,2010
2011-06-19,Atlantic,Furniture,442.72,-168.38,Jun,2011
2011-06-19,Atlantic,Technology,326.893,-223.21,Jun,2011
2012-11-07,Atlantic,Office Supplies,22.78,3.96,Nov,2012
2011-11-12,Atlantic,Technology,1806.43,134.85,Nov,2011
2011-05-06,Atlantic,Office Supplies,1669.88,548.92,May,2011
2011-09-08,Atlantic,Furniture,2018.45,-812.25,Sep,2011
2011-03-21,Atlantic,Office Supplies,87.68,23.14,Mar,2011
2011-03-21,Atlantic,Furniture,3732.25,-1255.86,Mar,2011
2010-05-11,Atlantic,Office Supplies,144.55,-60.17,May,2010
2012-02-06,Atlantic,Office Supplies,75.89,-31.01,Feb,2012
2010-12-28,Atlantic,Furniture,586.11,98.44,Dec,2010
2011-09-08,Atlantic,Office Supplies,75.14,0.82,Sep,2011
2012-05-31,Atlantic,Furniture,3874.12,-305.98,May,2012
2012-05-31,Atlantic,Furniture,1452.216,-277.29,May,2012
2009-09-12,Atlantic,Office Supplies,840.07,-83.75,Sep,2009
2012-06-17,Atlantic,Furniture,4789.89,421.15,Jun,2012
2010-12-29,Atlantic,Office Supplies,430.88,39.0,Dec,2010
2011-04-30,Atlantic,Office Supplies,82.06,-26.99,Apr,2011
2011-04-30,Atlantic,Technology,23281.05,9097.65,Apr,2011
2010-05-03,Atlantic,Furniture,523.11,-214.53,May,2010
2010-05-03,Atlantic,Technology,913.41,237.14,May,2010
2012-08-22,Atlantic,Office Supplies,213.71,-208.02,Aug,2012
2012-08-22,Atlantic,Office Supplies,133.66,-5.6,Aug,2012
2011-07-03,Atlantic,Technology,127.74,-5.57,Jul,2011
2011-07-03,Atlantic,Furniture,325.92,-36.47,Jul,2011
2010-02-22,Atlantic,Office Supplies,325.24,-79.42,Feb,2010
2011-11-30,Atlantic,Office Supplies,1765.05,749.22,Nov,2011
2010-08-13,Atlantic,Office Supplies,12.8,-2.21,Aug,2010
2011-10-29,Atlantic,Furniture,709.04,-337.92,Oct,2011
2011-10-29,Atlantic,Office Supplies,978.77,220.91,Oct,2011
2009-11-28,Atlantic,Office Supplies,129.44,-5.54,Nov,2009
2009-11-28,Atlantic,Technology,1829.387,482.45,Nov,2009
2011-08-02,Atlantic,Office Supplies,9626.86,1882.2,Aug,2011
2012-11-03,Atlantic,Technology,813.535,435.95,Nov,2012
2011-07-21,Atlantic,Technology,18028.07,8157.7,Jul,2011
2010-10-12,Atlantic,Technology,1880.8,775.88,Oct,2010
2010-10-12,Atlantic,Technology,7143.927,2374.73,Oct,2010
2012-05-10,Atlantic,Office Supplies,118.98,-12.77,May,2012
2012-05-10,Atlantic,Technology,4910.09,1669.38,May,2012
2012-05-10,Atlantic,Office Supplies,1058.45,-386.02,May,2012
2012-02-11,Atlantic,Technology,820.5645,-800.25,Feb,2012
2009-03-22,Atlantic,Technology,7486.09,-2561.32,Mar,2009
2009-03-22,Atlantic,Office Supplies,881.32,373.67,Mar,2009
2009-03-22,Atlantic,Office Supplies,22.77,-6.2,Mar,2009
2011-10-22,Atlantic,Technology,220.7875,-305.32,Oct,2011
2009-11-04,Atlantic,Furniture,160.29,1.35,Nov,2009
2009-01-02,Atlantic,Office Supplies,124.81,-11.94,Jan,2009
2012-10-28,Atlantic,Office Supplies,706.68,6.6,Oct,2012
2011-04-03,Atlantic,Furniture,6408.3,539.54,Apr,2011
2009-10-05,Atlantic,Furniture,63.71,-96.03,Oct,2009
2009-10-05,Atlantic,Office Supplies,5388.8,-115.08,Oct,2009
2012-01-30,Atlantic,Office Supplies,1751.68,771.83,Jan,2012
2012-01-30,Atlantic,Office Supplies,86.47,-9.35,Jan,2012
2012-01-30,Atlantic,Office Supplies,684.5,-27.99,Jan,2012
2012-02-12,Atlantic,Technology,435.27,-147.51,Feb,2012
2012-02-12,Atlantic,Furniture,723.82,-40.98,Feb,2012
2012-01-19,Atlantic,Office Supplies,1684.96,-553.06,Jan,2012
2012-01-19,Atlantic,Furniture,1662.048,-471.26,Jan,2012
2012-01-19,Atlantic,Furniture,11460.76,4264.82,Jan,2012
2009-06-25,Atlantic,Furniture,159.51,-103.63,Jun,2009
2009-06-25,Atlantic,Technology,5015.051,1090.43,Jun,2009
2011-05-28,Atlantic,Office Supplies,168.66,-167.06,May,2011
2009-08-04,Atlantic,Technology,2560.59,670.96,Aug,2009
2009-08-04,Atlantic,Office Supplies,189.04,-74.77,Aug,2009
2010-08-17,Atlantic,Office Supplies,2116.62,745.45,Aug,2010
2009-01-22,Atlantic,Furniture,28180.08,7513.88,Jan,2009
2011-03-07,Atlantic,Office Supplies,27.05,1.0,Mar,2011
2010-01-31,Atlantic,Technology,6580.16,2786.35,Jan,2010
2010-03-08,Atlantic,Technology,5610.84,2366.51,Mar,2010
2010-03-08,Atlantic,Office Supplies,455.34,-932.55,Mar,2010
2010-03-08,Atlantic,Technology,2329.646,-310.24,Mar,2010
2010-11-04,Atlantic,Office Supplies,275.06,-237.87,Nov,2010
2009-09-25,Atlantic,Furniture,27.96,-9.13,Sep,2009
2009-02-13,Atlantic,Technology,3699.22,565.18,Feb,2009
2009-02-13,Atlantic,Office Supplies,48.93,-38.72,Feb,2009
2011-08-19,Atlantic,Technology,397.55,-152.47,Aug,2011
2011-08-19,Atlantic,Office Supplies,676.26,181.98,Aug,2011
2011-03-12,Atlantic,Furniture,451.32,1.16,Mar,2011
2011-03-12,Atlantic,Office Supplies,217.66,-24.91,Mar,2011
2011-03-12,Atlantic,Office Supplies,1374.67,-126.34,Mar,2011
2011-03-12,Atlantic,Office Supplies,76.42,20.44,Mar,2011
2012-03-28,Atlantic,Office Supplies,4891.86,253.14,Mar,2012
2012-03-28,Atlantic,Furniture,6039.1,-345.92,Mar,2012
2012-03-28,Atlantic,Office Supplies,206.49,80.07,Mar,2012
2012-03-28,Atlantic,Office Supplies,80.54,-18.72,Mar,2012
2009-09-25,Atlantic,Furniture,1217.62,-221.5,Sep,2009
2009-09-25,Atlantic,Technology,1725.0325,206.35,Sep,2009
2012-08-12,Atlantic,Office Supplies,82.97,32.5,Aug,2012
2012-08-12,Atlantic,Furniture,13701.35,-3687.65,Aug,2012
2012-01-31,Atlantic,Office Supplies,512.83,-221.56,Jan,2012
2010-02-27,Atlantic,Office Supplies,41.23,-21.51,Feb,2010
2010-06-28,Atlantic,Technology,381.1995,-233.56,Jun,2010
2012-05-19,Atlantic,Office Supplies,135.2,59.4,May,2012
2011-01-14,Atlantic,Furniture,5428.49,-1046.78,Jan,2011
2009-06-01,Atlantic,Furniture,5178.17,531.69,Jun,2009
2009-06-01,Atlantic,Furniture,535.24,216.43,Jun,2009
2010-08-21,Atlantic,Office Supplies,563.08,112.97,Aug,2010
2010-02-19,Atlantic,Technology,192.12,-74.85,Feb,2010
2010-02-19,Atlantic,Technology,3917.61,40.76,Feb,2010
2010-02-19,Atlantic,Office Supplies,2788.04,-849.18,Feb,2010
2009-11-23,Atlantic,Office Supplies,56.47,-29.9,Nov,2009
2009-12-18,Atlantic,Furniture,216.25,58.84,Dec,2009
2009-07-06,Atlantic,Office Supplies,1861.36,627.85,Jul,2009
2009-07-06,Atlantic,Office Supplies,937.62,187.2,Jul,2009
2009-07-06,Atlantic,Office Supplies,33.02,8.4,Jul,2009
2012-07-17,Atlantic,Technology,199.16,-64.87,Jul,2012
2009-06-12,Atlantic,Office Supplies,967.27,309.31,Jun,2009
2012-07-19,Atlantic,Office Supplies,483.74,206.27,Jul,2012
2012-07-19,Atlantic,Office Supplies,159.65,-1.79,Jul,2012
2011-03-19,Atlantic,Technology,7452.137,2028.36,Mar,2011
2012-12-27,Atlantic,Office Supplies,173.11,-121.58,Dec,2012
2012-12-27,Atlantic,Office Supplies,86.68,-474.91,Dec,2012
2012-12-27,Atlantic,Office Supplies,833.51,364.99,Dec,2012
2011-09-08,Atlantic,Technology,1031.06,39.36,Sep,2011
2010-12-08,West,Furniture,138.31,-31.16,Dec,2010
2009-03-15,West,Office Supplies,30.62,-1.56,Mar,2009
2011-10-20,West,Furniture,2266.7,180.8,Oct,2011
2011-01-13,West,Technology,38.99,-33.52,Jan,2011
2009-08-14,West,Office Supplies,80.33,-12.95,Aug,2009
2009-01-31,West,Furniture,6244.18,470.3,Jan,2009
2009-01-31,West,Office Supplies,239.75,105.91,Jan,2009
2009-01-31,West,Office Supplies,150.2,62.46,Jan,2009
2009-08-15,West,Office Supplies,2019.65,289.88,Aug,2009
2009-07-03,West,Office Supplies,55.81,-35.04,Jul,2009
2009-07-03,West,Office Supplies,373.07,149.53,Jul,2009
2009-04-08,West,Office Supplies,161.02,32.19,Apr,2009
2012-08-18,West,Office Supplies,679.95,-93.3,Aug,2012
2012-08-18,West,Office Supplies,1579.56,699.64,Aug,2012
2009-01-10,West,Office Supplies,4906.85,1907.94,Jan,2009
2009-07-04,West,Technology,2017.5,-663.51,Jul,2009
2010-06-19,West,Technology,8468.63,2819.96,Jun,2010
2012-12-16,West,Office Supplies,265.88,-90.9,Dec,2012
2012-12-16,West,Technology,1500.82,-3381.99,Dec,2012
2012-12-16,West,Technology,3093.864,286.4,Dec,2012
2012-09-20,West,Office Supplies,232.21,-14.03,Sep,2012
2012-09-20,West,Office Supplies,88.3,-12.14,Sep,2012
2010-03-03,West,Furniture,191.55,7.17,Mar,2010
2010-03-03,West,Office Supplies,938.86,22.21,Mar,2010
2010-11-01,West,Office Supplies,503.17,-10.21,Nov,2010
2010-02-28,West,Office Supplies,453.99,14.61,Feb,2010
2011-05-07,West,Furniture,284.58,33.81,May,2011
2011-05-07,West,Office Supplies,1010.26,271.5,May,2011
2012-07-10,West,Technology,990.5,323.73,Jul,2012
2011-09-29,West,Furniture,651.9,-74.51,Sep,2011
2010-10-25,West,Technology,2575.01,231.46,Oct,2010
2010-09-17,West,Office Supplies,85.49,5.72,Sep,2010
2010-09-17,West,Office Supplies,926.3,-503.8,Sep,2010
2011-11-23,West,Office Supplies,68.66,-29.6,Nov,2011
2012-09-13,West,Office Supplies,201.09,-56.22,Sep,2012
2012-08-03,West,Office Supplies,191.67,6.02,Aug,2012
2010-11-17,West,Technology,2752.0,336.47,Nov,2010
2010-11-17,West,Office Supplies,72.82,5.03,Nov,2010
2012-08-10,West,Office Supplies,64.46,25.16,Aug,2012
2011-02-03,West,Office Supplies,298.12,137.67,Feb,2011
2009-12-14,West,Furniture,4411.5,-1799.35,Dec,2009
2011-04-17,West,Office Supplies,213.35,63.78,Apr,2011
2009-09-06,West,Office Supplies,447.42,41.3,Sep,2009
2012-08-16,West,Office Supplies,90.88,8.06,Aug,2012
2010-10-12,West,Technology,29.05,-20.9,Oct,2010
2011-07-13,West,Office Supplies,1314.64,575.38,Jul,2011
2012-12-03,West,Office Supplies,638.91,77.48,Dec,2012
2012-07-13,West,Office Supplies,2332.23,1085.93,Jul,2012
2009-02-04,West,Technology,4610.35,751.58,Feb,2009
2009-02-04,West,Furniture,610.07,-157.56,Feb,2009
2009-02-04,West,Office Supplies,181.49,-29.54,Feb,2009
2011-12-20,West,Office Supplies,248.86,-168.67,Dec,2011
2011-12-20,West,Office Supplies,278.01,-202.31,Dec,2011
2011-05-30,West,Office Supplies,281.81,42.45,May,2011
2010-10-09,West,Technology,243.23,35.33,Oct,2010
2010-10-09,West,Technology,1326.51,58.17,Oct,2010
2011-03-10,West,Office Supplies,127.9,54.21,Mar,2011
2010-01-22,West,Office Supplies,110.74,-70.31,Jan,2010
2011-04-11,Prarie,Office Supplies,73.82,2.01,Apr,2011
